"DT_GERACAO","HH_GERACAO","ANO_ELEICAO","CD_TIPO_ELEICAO","NM_TIPO_ELEICAO","CD_ELEICAO","DS_ELEICAO","DT_ELEICAO","SG_UF","SG_UE","NM_UE","SQ_CANDIDATO","NR_ORDEM_CANDIDATO","CD_TIPO_BEM_CANDIDATO","DS_TIPO_BEM_CANDIDATO","DS_BEM_CANDIDATO","VR_BEM_CANDIDATO","DT_ULTIMA_ATUALIZACAO","HH_ULTIMA_ATUALIZACAO"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,11,31,"Ações (inclusive as provenientes de linha telefônica)","100 AÇÕES DE VVAR3, ADQUIRIDAS PELA CORRETORA CLEAR, PELOCUSTO MÉDIO DE R$ 7,45 POR AÇÃO.","745,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,12,99,"OUTROS BENS E DIREITOS","VALOR EM CONTA NA CORRETORA CLEAR AGÊNCIA 0002 CONTA 928674","26,10","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,13,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","FIAT DOBLÒ ADVENTURE 2014 VERMELHA PLACA MML-6176, ADQUIRIDACOM INSENÇÃO DE IMPOSTOS IPI E ICMS PARA PESSOA COMDEFICIÊNCIA.","53002,40","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,14,31,"Ações (inclusive as provenientes de linha telefônica)","21 AÇÕES DE ELETROBRAS, ELET3F, ADQUIRIDAS PELA CORRETORACLEAR, PELO CUSTO MÉDIO DE R$ 35,06 POR AÇÃO.","736,26","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,15,31,"Ações (inclusive as provenientes de linha telefônica)","14 AÇÕES DE TELEFONICA, VIVT4F, ADQUIRIDAS PELA CORRETORACLEAR, PELO CUSTO MÉDIO DE R$ 55,33 POR AÇÃO.","774,62","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,16,31,"Ações (inclusive as provenientes de linha telefônica)","44 AÇÕES DE SINQIA S.A., SQIA3F, ADQUIRIDAS PELA CORRETORACLEAR, PELO CUSTO MÉDIO DE R$ 17,05 POR AÇÃO.","750,02","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,17,31,"Ações (inclusive as provenientes de linha telefônica)","41 AÇÕES DE GRUPO SBF, CNTO3F, ADQUIRIDAS PELA CORRETORACLEAR, PELO CUSTO MÉDIO DE R$ 27,66 POR AÇÃO.","1134,06","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,18,31,"Ações (inclusive as provenientes de linha telefônica)","10 AÇÕES DE BANCO BTG PACTUAL, BPAC11F, ADQUIRIDAS PELACORRETORA XP, PELO CUSTO MÉDIO DE R$ 57,04 POR AÇÃO.","570,40","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,19,31,"Ações (inclusive as provenientes de linha telefônica)","100 AÇÕES DE GERDAU, GOAU4, ADQUIRIDAS PELA CORRETORA XP,PELO CUSTO MÉDIO DE R$ 5,87 POR AÇÃO.","587,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,20,31,"Ações (inclusive as provenientes de linha telefônica)","12 AÇÕES DE TOTVS, TOTS3F, ADQUIRIDAS PELA CORRETORA CLEAR,PELO CUSTO MÉDIO DE R$ 65,66 POR AÇÃO.","787,92","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,21,31,"Ações (inclusive as provenientes de linha telefônica)","90 AÇÕES DE BPAN4, ADQUIRIDAS PELA CORRETORA CLEAR, PELOCUSTO MÉDIO DE R$ 9,03 POR AÇÃO","812,70","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,22,31,"Ações (inclusive as provenientes de linha telefônica)","25 AÇÕES DE CPFE3, ADQUIRIDAS PELA CORRETORA CLEAR, PELOCUSTO MÉDIO DE R$ 31,79.","794,75","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,23,31,"Ações (inclusive as provenientes de linha telefônica)","18 AÇÕES DE EZTC3, ADQUIRIDAS PELA CORRETORA CLEAR, PELOCUSTO MÉDIO DE R$ 42,83 POR AÇÃO.","770,94","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,24,79,"Outros fundos","FUNDO DE INVESTIMENTO TREND DI SIMPLES FIRF NA CORRETORA RICO","4938,28","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,25,79,"Outros fundos","3 COTAS DO FUNDO DE INVESTIMENTO IMOBILIÁRIO HGBS11, ADQUIRIDOPELA CORRETORA XP, PELO CUSTO MÉDIO DE R$ 256,84.","770,52","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,26,79,"Outros fundos","5 COTAS DO FUNDO DE INVESTIMENTO IMOBILIÁRIO XPML11, ADQUIRIDOPELA CORRETORA XP, PELO CUSTO MÉDIO DE R$ 114,00.","570,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,27,72,"Fundo de Longo Prazo e Fundo de Investimentos em Direitos Creditórios (FIDC)","TÍTULO LFT 2025 NO TESOURO DIRETO NA CORRETORA XP INVESTIMENTOS CONTA 44642","2655,51","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,28,72,"Fundo de Longo Prazo e Fundo de Investimentos em Direitos Creditórios (FIDC)","TÍTULO NTN-F 2029 TESOURO DIRETO CORRETORA XP INVESTIMENTOS CONTA 44642","1901,65","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,29,72,"Fundo de Longo Prazo e Fundo de Investimentos em Direitos Creditórios (FIDC)","TÍTULO NTNB 2050 TESOURO DIRETO CORRETORA XP INVESTIMENTOS CONTA 44642","7182,96","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,30,72,"Fundo de Longo Prazo e Fundo de Investimentos em Direitos Creditórios (FIDC)","XP INVESTIMENTOS","10,14","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,31,79,"Outros fundos","CRÉDITOS EM TRÂNSITO - JSCP, WEG 84.429.695/0001-11","1,88","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,32,79,"Outros fundos","10 COTAS DO ETF DE ÍNDICE DE AÇÕES BOVV11, ADQUIRIDAS PELA CORRETORA XP, PELO CUSTO MÉDIO DE 100,46 POR COTA.","1004,60","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,33,79,"Outros fundos","10 COTAS DO ETF DE ÍNDICE DE AÇÕES SMALL11, ADQUIRIDAS PELA CORRETORA XP, PELO CUSTO MÉDIO DE R$ 106,46 POR COTA.","1064,90","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,34,79,"Outros fundos","9 VALOR EM CRIPTOMOEDA BITCOIN NA CORRETORA MERCADO BITCOIN","600,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,35,79,"Outros fundos","CRÉDITOS EM TRÂNSITO - JSCP, TELEFONICA 02.558.157/0001-62","2,55","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,36,79,"Outros fundos","CRÉDITOS EM TRÂNSITO - JSCP, PETROBRAS 33.000.167/0001-01","20,18","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635196,37,79,"Outros fundos","CRÉDITO EM CARTEIRA DIGITAL PICPAY","20,03","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635197,1,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","SPACECROSS MA, ANO 2015, PLACA QHZ7145","77891,46","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635197,2,32,"Quotas ou quinhões de capital","EMPRESA KLUGVILLE REPRESENTACOES","750,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635197,3,45,"Aplicação de renda fixa (CDB, RDB e outros)","APLICACOES DE RENDA FIXA COOPERATIVA DE CREDITO DO NORTE","870,22","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635197,4,79,"Outros fundos","CONTA CORRENTE COOPERATIVA DE CREDITO","101,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635198,1,12,"Casa","Imóvel - Pirabeiraba, Joinville","250000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635200,1,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","VEICULO UP MARCA VW ANO DE FAB. 2014/MOD. 2015, PLACA MLQ 0819,ADQ. DE VOX LTDA, CONCESSIONARIA VOLKSWAGEN, JOINVILLE/SC.","30560,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635200,2,23,"Embarcação","BARCO SEA MIN 6.66 TIPO BOTE","6000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635200,3,99,"OUTROS BENS E DIREITOS","PARTICIPAÇÃO SOCIETÁRIA NA EMPRESA CANTINA DON BRUNNO LTDA -ME COM 50% DO CAPITAL SOCIAL CFE REGISTRO NA JUCESC EM10/10/2000.","10000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635200,4,74,"Fundos: Ações, Mútuos de Privatização, Invest. Empresas Emergentes, Invest.Participação e Invest. Índice Mercado","FUNDO MUTUO DE PRIVATIZACAO - FGTS VALE DO RIO DOCE","1400,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635200,5,49,"Outras aplicações e Investimentos","BANCO DO BRASIL - POUPANCA","15222,36","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635200,6,32,"Quotas ou quinhões de capital","QUOTAS DE CAPITAL NA EMPRESA DF EMPREENDIMENTOSIMOBILIARIOS LTDA, CNPJ 02.821.342/0001-06.","5000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635200,7,39,"Outras participações societárias","9 PARTICIPACAO NA COPERJOI - COOPERATIVA DE REFORESTAMENTO","53644,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635200,8,61,"Depósito bancário em conta corrente no País","BANCO ITAU S/A","4327,88","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635200,9,61,"Depósito bancário em conta corrente no País","CAIXA ECONOMICA FEDERAL","609,33","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635200,10,97,"VGBL - Vida Gerador de Benefício Livre","PREMIOS ACUMULADOS EM VGBL - BRADESCO","4096,03","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635200,11,97,"VGBL - Vida Gerador de Benefício Livre","VIDA GERADOR DE BENEFICIO LIVRE VGBL","4327,88","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635200,12,39,"Outras participações societárias","PARTICIPACAO NA COPERFLORESTAL, CNPJ 13.325.124/0001-99","75564,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635200,13,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","CARRET/REBOQUE AMARAL, CARROCERIA ABERTA, PLA MAM5621, ADQDE ELIESER VOLNEI DA SILVA RUIZ, CPF 401.085.705-68 EM 2019.","1000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635201,1,32,"Quotas ou quinhões de capital","Quotas de participação do Capital Social da Empresa Databerg Informática Ltda ME","3000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635201,2,32,"Quotas ou quinhões de capital","Quotas de participação do Capital Social da Berger Computadores Ltda.","87,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635202,1,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","UM AUTOMOVEL RENAULT/CLIO, ANO DE FABRICAÇÃO 2004, ADQUERIDOEM 2004.","10000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635202,2,24,"Bem relacionado com o exercício da atividade autônoma","TITULAR DE UMA MEI DESDE 10/10/2012","1,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635202,3,45,"Aplicação de renda fixa (CDB, RDB e outros)","APLICAÇÃO DE RENDA FIXA FONTE PAGADORA BANCO BRADESCO.","45484,91","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635202,4,79,"Outros fundos","RECEBIDO POR DOAÇÃO A IMPORTANCIA DE R$ 75.000,00 (SETENTA E CINCO MIL REAIS) DE ELFRIDA HENNING, CPF 920.312.859-04, EM 30/12/2019.","75000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635203,1,11,"Apartamento","APTO NA CIDADE DE JOINVILLE, EMPREENDIMENTO AUSTRALIS, 00406-TORRE 04, EM CONSTRUCAO. ENTRADA DE 4.304,36 + ARRAS SINAL DE19.040,55 + LIBERACAO DE FGTS DE 8.905,64 + 11.000,00 DE REFORCO ESALDO FIN","213192,50","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635203,2,99,"OUTROS BENS E DIREITOS","SALDO POUPANCA SANTANDER","50,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635203,3,45,"Aplicação de renda fixa (CDB, RDB e outros)","APLICACAO SANTANDER","8,86","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635203,4,99,"OUTROS BENS E DIREITOS","TITULO DE CAPITALIZACAO SANTANDER","989,98","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635203,5,99,"OUTROS BENS E DIREITOS","CONTA CAIXA ECONOMICA","3911,75","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635203,6,99,"OUTROS BENS E DIREITOS","CONTA CORRENTE SICOOB","190,77","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635203,7,32,"Quotas ou quinhões de capital","COTAS SICCOB","600,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635207,1,13,"Terreno","TERRENO MEDINDO 2.200,00M COM CASA EM ALVENARIA 160,00M NA RUA BOTUVERA, 442 BAIRRO SAO MARCOS EM JOINVILLE-SC","33000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635207,2,32,"Quotas ou quinhões de capital","PORTADOR DE 140.826 QUOTAS NO VALOR DE 1,00 DA EMPRESA SOARES HOLDING LTDA","140826,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635207,3,79,"Outros fundos","POUPANCA CAIXA ECONOMICA FEDERAL - AGENCIA 4728 - CONTA 014300001-04","22317,01","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635207,4,13,"Terreno","TERRENO NO BAIRRO FATIMA EM JOINVILLE-SC COM AREA 600,00M MATRICULA 37655 LIVRO 1D FLO01 REGISTRADO NO CART.","80000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635207,5,13,"Terreno","TERRENO MEDINDO 1.742,00M NA RUA BOTUVERA, 442 BAIRROS SAO MARCOS EM JOINVILLE - SC","115000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635208,1,31,"Ações (inclusive as provenientes de linha telefônica)","200 ACOES DO BANCO BMG S/A,","7451,27","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635208,2,61,"Depósito bancário em conta corrente no País","SALDO CONTA CORRENTE DA CAIXA ECONOMICA FEDERAL","4420,26","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635208,3,61,"Depósito bancário em conta corrente no País","SALDO CONTA CORRENTE DA GENIAL INVESTIMENTOS CORRETORA DEVALORES IMOBILIARIOS S.A","2153,58","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635208,4,79,"Outros fundos","ALASKA BLACK FUNDO DE INVESTIMENTO EM CO","1000,00","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635208,5,79,"Outros fundos","AZ QUEST EQUITY HEDGE FUNDO DE INVESTIME","5247,25","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635208,6,79,"Outros fundos","- BTG PACTUAL DISCOVERY FUNDO DE INVESTIME","7319,56","29/10/2020","11:39:34"
"03/11/2020","21:06:34",2020,2,"Eleição Ordinária",426,"Eleições Municipais 2020","15/11/2020","SC",81795,"JOINVILLE",240000635208,7,79,"Outros fundos","AZ QUEST LUCE FUNDO DE INVESTIMENTO EM C","16284,83","29/10/2020","11:39:34"
